Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,AvgMonthlySpend,NumServices,StreamingBundleCount,PhoneBundleCount,HasInternet,Is_Electronic_Check,Churn Value
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),19.95,19.95,19.95,1,0,1,0,0,0
No,Yes,No,63,Yes,Yes,DSL,No,No,Yes,Yes,Two year,No,Credit card (automatic),79.8,5034.05,79.90555555555555,6,2,2,1,0,0
Yes,No,No,1,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.65,39.65,39.65,2,1,0,1,1,1
No,Yes,No,64,Yes,No,DSL,No,Yes,Yes,Yes,Two year,Yes,Mailed check,68.3,4378.8,68.41875,5,1,1,1,0,0
No,No,No,17,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,64.7,1093.1,64.3,3,2,1,1,0,1
No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,Yes,Credit card (automatic),109.15,6557.75,111.14830508474576,7,2,2,1,0,0
No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Mailed check,35.05,35.05,35.05,1,1,0,1,0,1
No,Yes,No,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,20.4,1090.65,20.974038461538463,1,0,1,0,1,0
No,No,No,10,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Mailed check,70.15,735.5,73.55,1,0,1,1,0,0
No,No,No,46,Yes,Yes,DSL,Yes,No,Yes,No,Two year,No,Mailed check,79.2,3593.8,78.12608695652175,6,2,2,1,0,0
No,Yes,No,30,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,94.4,2838.7,94.62333333333332,5,1,2,1,1,1
No,Yes,No,27,Yes,Yes,DSL,Yes,No,No,Yes,One year,No,Mailed check,80.85,2204.35,81.64259259259259,6,2,2,1,0,0
No,Yes,Yes,14,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,19.7,263.65,18.832142857142856,1,0,1,0,0,0
No,No,No,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.4,93.4,23.35,1,0,1,0,0,0
No,No,Yes,15,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,91.0,1430.05,95.33666666666666,4,1,2,1,1,0
No,No,No,3,No,No phone service,DSL,Yes,No,Yes,Yes,Month-to-month,No,Mailed check,41.35,107.25,35.75,3,0,0,1,0,0
No,No,No,12,Yes,No,DSL,Yes,No,No,Yes,Month-to-month,No,Mailed check,56.65,654.85,54.57083333333333,3,0,1,1,0,1
No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,70.04788732394366,5,1,1,1,0,0
No,No,No,13,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.3,279.3,21.484615384615385,1,0,1,0,0,0
No,No,No,20,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),19.35,433.75,21.6875,1,0,1,0,0,0
No,No,No,21,No,No phone service,DSL,Yes,No,No,Yes,Two year,No,Mailed check,35.1,770.4,36.68571428571428,2,0,0,1,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.25,20.25,20.25,1,0,1,0,0,0
No,Yes,No,65,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,One year,No,Electronic check,89.75,5769.6,88.76307692307692,5,0,2,1,1,1
No,No,No,11,Yes,No,Fiber optic,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.5,795.65,72.33181818181818,3,0,1,1,0,0
No,Yes,No,11,Yes,Yes,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.35,740.8,67.34545454545454,4,1,2,1,1,1
No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,25.1,611.45,26.584782608695654,2,0,2,0,0,0
No,Yes,No,28,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.5,563.05,20.10892857142857,1,0,1,0,0,0
No,Yes,Yes,19,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9,50.67894736842105,2,0,1,1,0,0
No,Yes,No,63,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Mailed check,75.7,4676.7,74.23333333333333,6,1,2,1,0,0
No,No,No,17,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,25.65,440.2,25.894117647058824,0,0,0,1,0,0
No,No,Yes,22,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,84.75,1816.75,82.57954545454545,3,1,2,1,1,0
No,No,No,1,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,No,Electronic check,94.4,94.4,94.4,4,2,1,1,1,1
No,Yes,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.65,436.9,18.995652173913044,1,0,1,0,0,0
No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.7,452.55,18.85625,1,0,1,0,0,0
No,No,Yes,4,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.4,94.5,23.625,1,0,1,0,0,0
No,Yes,No,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,533.9,22.245833333333334,1,0,1,0,0,0
No,No,No,13,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Electronic check,31.65,389.95,29.996153846153845,1,0,0,1,1,0
No,Yes,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),20.1,43.15,21.575,1,0,1,0,0,0
Yes,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.7,1937.4,26.908333333333335,2,0,2,0,0,0
No,Yes,No,20,Yes,No,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,81.0,1683.7,84.185,3,0,1,1,0,0
No,Yes,Yes,62,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Bank transfer (automatic),101.15,6638.35,107.07016129032259,5,2,2,1,0,0
Yes,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),80.55,5265.1,79.77424242424243,6,2,2,1,0,1
Yes,No,No,28,Yes,Yes,DSL,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer (automatic),64.45,1867.6,66.7,5,0,2,1,0,0
No,Yes,Yes,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.65,60.65,20.216666666666665,1,0,1,0,0,0
Yes,No,Yes,11,Yes,No,DSL,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,54.55,601.25,54.65909090909091,3,0,1,1,1,0
Yes,Yes,No,51,No,No phone service,DSL,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.45,1459.35,28.61470588235294,1,0,0,1,0,0
No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),79.5,5661.7,78.63472222222222,7,1,2,1,0,0
No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.1,53.05,17.683333333333334,1,0,1,0,0,0
No,No,No,20,No,No phone service,DSL,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),55.0,1165.55,58.277499999999996,5,1,0,1,0,0
No,Yes,No,64,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,111.15,6953.4,108.646875,7,2,2,1,1,0
Yes,No,No,5,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,28.45,131.05,26.21,1,0,0,1,1,1
No,Yes,No,30,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Mailed check,50.0,1474.9,49.163333333333334,2,0,1,1,0,0
No,No,No,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.5,365.8,21.51764705882353,1,0,1,0,0,0
No,No,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.9,1022.6,20.869387755102043,1,0,1,0,0,0
No,Yes,No,10,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.55,252.75,25.275,1,0,1,0,0,0
No,Yes,Yes,35,Yes,Yes,DSL,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),59.45,2136.9,61.05428571428572,4,0,2,1,0,0
No,No,No,50,Yes,Yes,DSL,No,No,Yes,Yes,Two year,No,Bank transfer (automatic),69.5,3418.2,68.36399999999999,5,1,2,1,0,0
No,Yes,No,57,Yes,No,DSL,Yes,Yes,No,Yes,Two year,Yes,Electronic check,59.75,3450.15,60.52894736842106,4,0,1,1,1,0
No,No,No,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.15,405.6,17.63478260869565,1,0,1,0,0,0
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,44.3,44.3,44.3,1,0,1,1,0,0
No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.9,20.9,20.9,1,0,1,0,0,1
No,No,No,1,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,44.9,44.9,44.9,1,0,1,1,0,0
Yes,Yes,Yes,14,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,95.8,1346.3,96.16428571428571,4,2,2,1,1,0
No,Yes,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.55,1723.95,23.94375,2,0,2,0,0,0
No,Yes,No,53,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),108.95,5718.2,107.89056603773585,7,2,2,1,0,0
No,Yes,Yes,5,Yes,Yes,DSL,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),64.4,316.9,63.379999999999995,5,0,2,1,0,0
No,No,No,21,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,68.65,1493.2,71.1047619047619,1,0,1,1,1,0
No,Yes,No,19,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,No,Mailed check,89.65,1761.05,92.68684210526315,4,1,2,1,0,1
No,No,No,72,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.85,1434.1,19.918055555555554,1,0,1,0,0,0
No,No,No,4,Yes,No,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,45.9,199.75,49.9375,1,0,1,1,1,0
No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.85,161.65,20.20625,1,0,1,0,0,0
No,No,No,53,Yes,No,Fiber optic,No,Yes,Yes,No,One year,Yes,Mailed check,100.3,5200.8,98.12830188679246,5,2,1,1,0,0
No,Yes,No,5,Yes,No,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,99.15,465.05,93.01,5,2,1,1,0,1
Yes,Yes,No,5,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),79.9,343.95,68.78999999999999,3,0,2,1,0,1
Yes,No,No,8,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,87.1,713.6,89.2,3,1,1,1,1,0
No,Yes,No,18,No,No phone service,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,39.05,669.85,37.21388888888889,2,1,0,1,1,1
No,No,No,23,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),75.0,1778.5,77.32608695652173,2,0,1,1,0,0
No,Yes,Yes,71,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),85.45,6029.9,84.9281690140845,7,2,1,1,0,0
No,Yes,No,7,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.35,451.1,64.44285714285715,1,0,1,1,1,1
No,No,No,1,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,75.7,75.7,75.7,2,0,1,1,1,1
No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Mailed check,78.0,851.8,77.43636363636364,3,0,2,1,0,0
Yes,Yes,No,4,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,99.6,347.65,86.9125,5,2,2,1,1,1
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.65,38.7,19.35,1,0,1,0,0,1
No,Yes,Yes,24,Yes,No,DSL,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),70.3,1706.45,71.10208333333334,5,1,1,1,0,0
No,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),25.9,1216.6,27.035555555555554,2,0,2,0,0,0
No,No,No,11,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),19.55,223.15,20.286363636363635,1,0,1,0,0,0
Yes,Yes,No,22,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),25.6,548.8,24.94545454545454,2,0,2,0,0,0
No,No,No,13,Yes,Yes,Fiber optic,Yes,Yes,No,No,Month-to-month,Yes,Electronic check,96.65,1244.5,95.73076923076923,5,1,2,1,1,1
No,No,No,40,Yes,Yes,Fiber optic,No,No,Yes,Yes,One year,Yes,Credit card (automatic),105.95,4335.2,108.38,6,2,2,1,0,0
No,No,No,28,Yes,Yes,DSL,Yes,No,Yes,No,One year,No,Mailed check,59.0,1654.45,59.0875,4,0,2,1,0,0
No,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,No,Electronic check,35.9,35.9,35.9,1,1,0,1,1,1
No,No,No,44,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Credit card (automatic),68.85,2958.95,67.24886363636364,1,0,1,1,0,0
No,Yes,No,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.55,5810.9,80.70694444444445,7,1,2,1,0,0
No,Yes,No,59,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.0,6152.3,104.27627118644068,7,1,2,1,0,0
No,Yes,Yes,38,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),101.15,3956.7,104.1236842105263,5,2,2,1,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),103.95,7556.9,104.95694444444445,7,1,2,1,0,0
No,Yes,No,66,Yes,Yes,Fiber optic,Yes,No,Yes,No,Two year,Yes,Credit card (automatic),106.05,6981.35,105.7780303030303,6,2,2,1,0,1
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.3,41.2,20.6,1,0,1,0,0,0
No,No,No,72,Yes,No,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),75.1,5336.35,74.11597222222223,6,1,1,1,0,0
No,Yes,No,61,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),20.55,1252.0,20.524590163934427,1,0,1,0,0,0
No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),100.55,7325.1,101.73750000000001,6,1,2,1,0,0
No,No,No,35,Yes,No,DSL,No,No,Yes,No,Month-to-month,Yes,Electronic check,62.1,2096.1,59.888571428571424,3,1,1,1,1,0
Yes,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,69.85,69.85,69.85,1,0,1,1,1,1
No,No,No,1,No,No phone service,DSL,Yes,No,No,No,Month-to-month,No,Mailed check,29.7,29.7,29.7,1,0,0,1,0,1
No,Yes,No,49,Yes,Yes,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,99.8,4872.45,99.43775510204081,5,2,2,1,1,1
No,Yes,No,42,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.35,869.9,20.711904761904762,1,0,1,0,0,0
No,No,No,41,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,20.15,802.35,19.569512195121952,1,0,1,0,0,0
No,Yes,Yes,69,Yes,No,Fiber optic,No,Yes,No,Yes,Two year,Yes,Mailed check,92.15,6480.9,93.92608695652173,4,1,1,1,0,0
No,No,No,39,Yes,No,Fiber optic,Yes,No,Yes,No,Two year,Yes,Electronic check,100.45,3801.7,97.47948717948718,5,2,1,1,1,0
Yes,Yes,No,59,No,No phone service,DSL,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),64.05,3886.85,65.87881355932203,5,2,0,1,0,0
No,Yes,Yes,31,Yes,Yes,DSL,No,No,No,No,Month-to-month,No,Bank transfer (automatic),59.7,1825.5,58.88709677419355,3,1,2,1,0,0
No,Yes,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),19.85,1039.45,19.612264150943396,1,0,1,0,0,0
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,79.75,164.5,82.25,2,1,1,1,1,1
No,No,No,2,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Electronic check,75.8,160.75,80.375,2,0,1,1,1,1
No,Yes,Yes,44,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),20.0,860.85,19.56477272727273,1,0,1,0,0,0
No,Yes,No,16,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),73.85,1284.2,80.2625,2,0,2,1,0,1
No,Yes,No,3,Yes,Yes,Fiber optic,No,No,No,No,Month-to-month,Yes,Credit card (automatic),75.15,216.75,72.25,2,0,2,1,0,1
Yes,Yes,No,72,No,No phone service,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.45,4641.1,64.45972222222223,6,2,0,1,0,0
No,No,No,57,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Electronic check,86.9,4939.25,86.65350877192982,3,1,2,1,1,0
Yes,No,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,No,Bank transfer (automatic),108.1,7238.6,109.67575757575759,6,2,2,1,0,0
No,Yes,No,61,Yes,No,DSL,No,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),73.8,4616.05,75.67295081967214,5,2,1,1,0,0
No,No,No,67,Yes,No,DSL,No,No,No,Yes,Two year,No,Bank transfer (automatic),50.55,3260.1,48.65820895522388,2,0,1,1,0,0
No,No,No,62,Yes,Yes,Fiber optic,No,No,No,No,One year,Yes,Bank transfer (automatic),94.0,5757.2,92.85806451612903,4,2,2,1,0,0
No,Yes,Yes,2,Yes,No,DSL,Yes,Yes,No,Yes,Two year,No,Mailed check,59.5,130.5,65.25,4,0,1,1,0,0
No,Yes,No,18,Yes,No,Fiber optic,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),95.95,1745.5,96.97222222222223,4,2,1,1,0,0
No,No,No,4,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,88.95,355.2,88.8,4,1,2,1,1,1
Yes,Yes,No,6,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,Yes,Electronic check,84.2,519.15,86.52499999999999,3,1,1,1,1,1
No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.35,46.35,23.175,1,0,1,0,0,0
No,Yes,Yes,61,No,No phone service,DSL,No,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),61.45,3751.15,61.49426229508197,5,2,0,1,0,0
No,Yes,Yes,35,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,109.95,3782.4,108.06857142857143,7,2,2,1,1,0
No,Yes,No,70,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),65.3,4759.75,67.99642857142857,5,0,2,1,0,1
No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Month-to-month,No,Electronic check,79.0,143.65,71.825,2,1,1,1,1,1
No,No,No,41,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.7,4346.4,106.00975609756097,6,2,2,1,1,1
Yes,No,No,1,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Mailed check,25.8,25.8,25.8,0,0,0,1,0,1
No,No,No,4,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,44.55,174.3,43.575,2,2,0,1,1,1
No,No,No,63,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),80.3,4995.35,79.29126984126985,7,1,2,1,0,0
No,No,No,17,Yes,No,DSL,No,No,No,Yes,Month-to-month,No,Mailed check,51.5,900.5,52.970588235294116,2,0,1,1,0,1
No,Yes,No,56,Yes,Yes,Fiber optic,Yes,No,No,No,One year,Yes,Electronic check,100.55,5514.95,98.48125,5,2,2,1,1,0
No,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),89.7,6339.3,88.04583333333333,8,2,2,1,0,0
No,No,No,4,No,No phone service,DSL,Yes,Yes,No,Yes,Month-to-month,No,Mailed check,42.4,146.4,36.6,3,0,0,1,0,0
No,No,No,1,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,80.8,80.8,80.8,2,1,1,1,1,1
No,Yes,No,30,Yes,Yes,Fiber optic,No,Yes,No,Yes,Month-to-month,Yes,Credit card (automatic),94.1,2804.45,93.48166666666665,5,1,2,1,0,1
No,No,Yes,10,Yes,Yes,DSL,Yes,No,Yes,Yes,One year,No,Credit card (automatic),73.55,693.3,69.33,6,1,2,1,0,0
No,No,No,11,No,No phone service,DSL,No,Yes,Yes,No,Month-to-month,No,Mailed check,34.7,383.55,34.86818181818182,2,0,0,1,0,0
Yes,No,No,65,Yes,No,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),99.1,6496.15,99.94076923076922,5,2,1,1,0,0
No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.95,58.0,19.333333333333332,1,0,1,0,0,0
No,Yes,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),24.95,1718.35,24.903623188405795,2,0,2,0,0,0
No,Yes,No,4,Yes,No,DSL,Yes,Yes,No,No,Month-to-month,No,Mailed check,54.7,235.05,58.7625,3,0,1,1,0,0
No,No,No,11,Yes,No,Fiber optic,Yes,No,No,No,Month-to-month,No,Electronic check,76.4,838.7,76.24545454545455,2,0,1,1,1,0
No,Yes,No,43,Yes,Yes,Fiber optic,No,Yes,No,No,Month-to-month,No,Electronic check,80.45,3398.9,79.04418604651163,3,0,2,1,1,0
No,No,No,45,Yes,Yes,Fiber optic,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,87.25,3941.7,87.59333333333333,4,0,2,1,1,1
No,Yes,No,66,Yes,Yes,Fiber optic,No,Yes,Yes,No,Month-to-month,Yes,Credit card (automatic),105.0,7133.25,108.07954545454545,6,2,2,1,0,1
Yes,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Two year,Yes,Electronic check,112.4,8046.85,111.76180555555555,7,2,2,1,1,0
Yes,Yes,No,69,Yes,Yes,Fiber optic,No,Yes,No,Yes,Two year,No,Credit card (automatic),105.4,6998.95,101.4340579710145,6,2,2,1,0,0
No,Yes,No,6,Yes,No,DSL,No,No,No,Yes,Month-to-month,Yes,Electronic check,49.15,270.8,45.13333333333333,2,0,1,1,1,1
Yes,Yes,No,38,No,No phone service,DSL,No,No,No,No,Month-to-month,Yes,Electronic check,24.85,955.75,25.151315789473685,0,0,0,1,1,0
No,Yes,No,71,Yes,Yes,DSL,Yes,No,Yes,Yes,Two year,No,Electronic check,83.2,6126.1,86.2830985915493,7,2,2,1,1,0
Yes,Yes,No,60,Yes,Yes,Fiber optic,No,Yes,Yes,No,One year,Yes,Electronic check,104.35,6339.45,105.6575,6,2,2,1,1,0
Yes,Yes,No,66,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Two year,No,Credit card (automatic),79.4,5154.6,78.10000000000001,7,1,2,1,0,1
No,Yes,Yes,19,Yes,No,DSL,Yes,No,No,No,One year,Yes,Bank transfer (automatic),48.95,955.6,50.294736842105266,2,0,1,1,0,0
No,Yes,No,32,Yes,No,Fiber optic,No,Yes,No,No,Month-to-month,No,Bank transfer (automatic),84.15,2585.95,80.8109375,3,1,1,1,0,1
Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),108.75,5431.9,108.63799999999999,7,2,2,1,0,0
Yes,No,No,5,Yes,No,Fiber optic,No,No,No,No,Month-to-month,Yes,Electronic check,91.4,449.75,89.95,3,2,1,1,1,1
No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,68.35,22.78333333333333,1,0,1,0,0,0
No,Yes,No,14,Yes,No,DSL,No,No,Yes,No,Month-to-month,No,Credit card (automatic),50.2,668.85,47.775,2,0,1,1,0,0
No,Yes,No,24,Yes,Yes,DSL,Yes,Yes,No,No,One year,No,Electronic check,78.4,1832.4,76.35000000000001,6,2,2,1,1,0
No,Yes,No,23,Yes,No,DSL,No,No,Yes,Yes,Month-to-month,No,Electronic check,54.25,1221.55,53.11086956521739,3,0,1,1,1,0
No,Yes,Yes,71,Yes,Yes,Fiber optic,Yes,No,No,No,Two year,Yes,Electronic check,97.2,6910.3,97.32816901408451,5,2,2,1,1,0
No,No,No,35,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Two year,Yes,Electronic check,108.95,4025.5,115.01428571428572,7,2,2,1,1,0
No,No,No,67,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,19.45,1195.95,17.85,1,0,1,0,0,0
Yes,No,No,36,Yes,Yes,Fiber optic,Yes,No,No,No,Month-to-month,Yes,Electronic check,90.85,3186.7,88.51944444444445,4,1,2,1,1,1
No,No,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,Two year,No,Electronic check,104.0,7028.5,101.8623188405797,6,2,2,1,1,0
No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.2,1054.75,20.283653846153847,1,0,1,0,0,0
No,No,No,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,24.6,1279.0,24.132075471698112,2,0,2,0,0,0
No,Yes,No,1,No,No phone service,DSL,No,Yes,No,No,Month-to-month,No,Electronic check,30.2,30.2,30.2,1,0,0,1,1,1
No,Yes,No,27,Yes,No,No,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.55,583.3,21.6037037037037,1,0,1,0,0,0
